S,t,pde_price,label
1.0,0.0,188.35460156167989,0
5.061224489795919,0.0,504.78218337011003,0
9.122448979591837,0.0,901.9017022132784,0
13.183673469387756,0.0,1301.2236780219725,0
17.244897959183675,0.0,1712.9572344604753,0
21.306122448979593,0.0,2121.3335398047902,0
25.367346938775512,0.0,2548.034675742255,0
29.42857142857143,0.0,2968.490386415084,0
33.48979591836735,0.0,3354.2845132542548,0
37.55102040816327,0.0,3790.217629589477,0
41.61224489795919,0.0,4153.9602372240215,0
45.673469387755105,0.0,4552.6107835415205,0
49.734693877551024,0.0,4989.519341251409,0
53.79591836734694,0.0,5303.845144923645,0
57.85714285714286,0.0,5812.848756864867,0
61.91836734693878,0.0,6179.042017610593,0
65.9795918367347,0.0,6568.304432539493,0
70.04081632653062,0.0,6982.089294029594,0
74.10204081632654,0.0,7421.941447825786,0
78.16326530612245,0.0,7889.503060646595,0
82.22448979591837,0.0,8134.216203467043,0
86.28571428571429,0.0,8646.649139493487,0
90.34693877551021,0.0,8914.847107036512,0
94.40816326530613,0.0,9476.457612953694,0
98.46938775510205,0.0,9770.394215475675,0
102.53061224489797,0.0,10385.901803212995,0
106.59183673469389,0.0,10708.0471463177,0
110.6530612244898,0.0,11040.184652069313,0
114.71428571428572,0.0,11382.624252649135,0
118.77551020408164,0.0,11735.685493049232,0
122.83673469387756,0.0,12099.697828445038,0
126.89795918367348,0.0,12861.944995618345,0
130.9591836734694,0.0,13260.89106942427,0
135.0204081632653,0.0,13672.211351727057,0
139.08163265306123,0.0,14096.28949598496,0
143.14285714285717,0.0,14533.520855207478,0
147.20408163265307,0.0,14533.520855207478,0
151.26530612244898,0.0,14984.312618388345,0
155.3265306122449,0.0,15449.083716648835,0
159.38775510204084,0.0,15928.264272533585,0
163.44897959183675,0.0,16422.29417747782,0
167.51020408163265,0.0,16931.620060609584,0
171.57142857142858,0.0,16931.620060609584,0
175.63265306122452,0.0,17456.689382096745,0
179.69387755102042,0.0,17997.939545458234,0
183.75510204081633,0.0,18555.778651835604,0
187.81632653061226,0.0,18555.778651835604,0
191.8775510204082,0.0,19130.552683116188,0
195.9387755102041,0.0,19722.491393722186,0
200.0,0.0,19722.491393722186,0
1.0,0.05,188.92042881309047,0
5.061224489795919,0.05,504.78202636393917,0
9.122448979591837,0.05,901.9014216880593,0
13.183673469387756,0.05,1301.2232732926584,0
17.244897959183675,0.05,1712.956701666599,0
21.306122448979593,0.05,2121.332879990583,0
25.367346938775512,0.05,2548.0338832080074,0
29.42857142857143,0.05,2968.4894631033585,0
33.48979591836735,0.05,3354.2834699461023,0
37.55102040816327,0.05,3790.216450689793,0
41.61224489795919,0.05,4153.958945186758,0
45.673469387755105,0.05,4552.609367509002,0
49.734693877551024,0.05,4989.51778932396,0
53.79591836734694,0.05,5303.8434952290945,0
57.85714285714286,0.05,5812.846948851125,0
61.91836734693878,0.05,6179.040095697027,0
65.9795918367347,0.05,6568.302389550731,0
70.04081632653062,0.05,6982.08712233824,0
74.10204081632654,0.05,7421.939139323931,0
78.16326530612245,0.05,7889.5006067155655,0
82.22448979591837,0.05,8134.213673421059,0
86.28571428571429,0.05,8646.646450061715,0
90.34693877551021,0.05,8914.844334185258,0
94.40816326530613,0.05,9476.454665422181,0
98.46938775510205,0.05,9770.3911765225,0
102.53061224489797,0.05,10385.898572854003,0
106.59183673469389,0.05,10708.04381584133,0
110.6530612244898,0.05,11040.18121850743,0
114.71428571428572,0.05,11382.62071316312,0
118.77551020408164,0.05,11735.681845271174,0
122.83673469387756,0.05,12099.6940713106,0
126.89795918367348,0.05,12861.941034293815,0
130.9591836734694,0.05,13260.887039359402,0
135.0204081632653,0.05,13672.207322279091,0
139.08163265306123,0.05,14096.285626566132,0
143.14285714285717,0.05,14533.517497856274,0
147.20408163265307,0.05,14533.517497856274,0
151.26530612244898,0.05,14984.310526865298,0
155.3265306122449,0.05,15449.084461398674,0
159.38775510204084,0.05,15928.271041910653,0
163.44897959183675,0.05,16422.313281885676,0
167.51020408163265,0.05,16931.663675783326,0
171.57142857142858,0.05,16931.663675783326,0
175.63265306122452,0.05,17456.780405460842,0
179.69387755102042,0.05,17998.119931985402,0
183.75510204081633,0.05,18556.123270242228,0
187.81632653061226,0.05,18556.123270242228,0
191.8775510204082,0.05,19131.191586369387,0
195.9387755102041,0.05,19723.644364333722,0
200.0,0.05,19723.644364333722,0
1.0,0.1,189.48795583968993,0
5.061224489795919,0.1,504.7818693578171,0
9.122448979591837,0.1,901.9011411629272,0
13.183673469387756,0.1,1301.2228685634698,0
17.244897959183675,0.1,1712.9561688728884,0
21.306122448979593,0.1,2121.332220176582,0
25.367346938775512,0.1,2548.0330906740064,0
29.42857142857143,0.1,2968.4885397919206,0
33.48979591836735,0.1,3354.2824266382745,0
37.55102040816327,0.1,3790.2152717904764,0
41.61224489795919,0.1,4153.957653149896,0
45.673469387755105,0.1,4552.607951476925,0
49.734693877551024,0.1,4989.516237396994,0
53.79591836734694,0.1,5303.841845535059,0
57.85714285714286,0.1,5812.845140837943,0
61.91836734693878,0.1,6179.038173784058,0
65.9795918367347,0.1,6568.300346562606,0
70.04081632653062,0.1,6982.08495064756,0
74.10204081632654,0.1,7421.936830822796,0
78.16326530612245,0.1,7889.498152785295,0
82.22448979591837,0.1,8134.211143375858,0
86.28571428571429,0.1,8646.643760630734,0
90.34693877551021,0.1,8914.841561334717,0
94.40816326530613,0.1,9476.451717890179,0
98.46938775510205,0.1,9770.388137566166,0
102.53061224489797,0.1,10385.895342463122,0
